Vec2(0.59, 1.12) ; not far from the center of the table
Vec2(0.36, 1.05) ; really close to the middle of the table
Vec2(0.59, 0.13) ; not quite far from the center of the table
Vec2(0.04, 1.19) ; somewhat close to the left edge of the table
Vec2(0.42, 1.61) ; not really close to the left edge of the table
Vec2(0.11, 1.73) ; pretty near the other end of the table
Vec2(0.42, 0.63) ; not quite far from the middle of the table
Vec2(0.07, 1.88) ; pretty near the left side of the table
Vec2(0.25, 1.28) ; not very close to the right edge of the table
Vec2(0.60, 0.74) ; not really close to the center of the right edge of the table
Vec2(0.42, 0.70) ; not rather far from the middle of the table
Vec2(0.94, 1.55) ; not rather far from the right side of the table
Vec2(0.19, 1.03) ; almost at the center of the table
Vec2(0.91, 0.26) ; fairly close to the my end of the table
Vec2(0.78, 0.74) ; not far from the right edge of the table
Vec2(0.86, 0.91) ; not rather far from the center of the table
Vec2(0.65, 1.60) ; not very near the right side of the near edge of the table
Vec2(0.19, 0.86) ; almost at the center of the table
Vec2(0.59, 1.04) ; not far from the center of the table
Vec2(0.42, 0.37) ; close to the middle of the table
Vec2(0.48, 0.49) ; not very far from the middle of the table
Vec2(0.10, 0.06) ; rather close to the lower left corner of the table
Vec2(0.80, 0.54) ; not far from the right side of the table
Vec2(0.26, 1.33) ; not far from the left edge of the table
Vec2(0.22, 0.53) ; not really near the near edge of the table
Vec2(0.25, 1.72) ; not squarely at the center of the left edge of the table
Vec2(0.61, 1.94) ; not quite near the right side of the far edge of the table
Vec2(0.18, 0.12) ; rather near the lower left corner of the table
Vec2(0.27, 1.38) ; really far from the right side of the far edge of the table
Vec2(0.09, 1.77) ; not really far from the left side of the table
Vec2(0.11, 0.65) ; very far from the my end of the table
Vec2(1.00, 0.36) ; not very far from the right edge of the table
Vec2(0.33, 1.70) ; not rather far from the center of the table
Vec2(0.80, 0.34) ; not far from the right edge of the table
Vec2(0.21, 1.19) ; very far from the middle of the table
Vec2(0.40, 0.14) ; quite close to the center of the table
Vec2(0.17, 1.37) ; quite far from the center of the table
Vec2(0.87, 0.54) ; not rather far from the my end of the right edge of the table
Vec2(0.77, 1.71) ; not squarely at the middle of the far edge of the table
Vec2(0.55, 0.99) ; not far from the center of the table
Vec2(0.57, 1.86) ; pretty close to the other end of the right edge of the table
Vec2(0.00, 1.43) ; squarely at the left edge of the table
Vec2(0.43, 0.87) ; fairly close to the center of the table
Vec2(0.37, 1.26) ; not far from the left edge of the table
Vec2(0.95, 0.32) ; not far from the right edge of the table
Vec2(0.30, 1.91) ; not at the upper left corner of the table
Vec2(0.40, 0.59) ; at the center of the table
Vec2(0.42, 0.82) ; far from the lower right corner of the table
Vec2(0.00, 0.80) ; really near the left side of the table
Vec2(0.66, 0.64) ; at the center of the table
Vec2(0.33, 1.04) ; quite far from the left side of the near edge of the table
Vec2(0.49, 0.55) ; not rather far from the center of the table
Vec2(0.41, 1.46) ; not quite near the that end of the left edge of the table
Vec2(0.08, 0.04) ; pretty close to the middle of the near edge of the table
Vec2(0.09, 0.22) ; not really far from the left edge of the table
Vec2(0.29, 0.09) ; not rather near the left side of the near edge of the table
Vec2(0.10, 0.01) ; not really far from the this end of the table
Vec2(0.44, 1.09) ; pretty close to the middle of the left edge of the table
Vec2(0.66, 0.33) ; not quite close to the my end of the right edge of the table
Vec2(1.00, 1.99) ; not quite far from the right edge of the table
Vec2(0.55, 0.08) ; at the near end of the table
Vec2(0.50, 1.33) ; not really far from the center of the table
Vec2(0.95, 1.92) ; not really far from the upper right corner of the table
Vec2(0.41, 1.43) ; not far from the left side of the table
Vec2(0.14, 1.01) ; rather close to the center of the table
Vec2(0.92, 0.20) ; not squarely at the right side of the near edge of the table
Vec2(0.56, 0.43) ; nearly at the near edge of the table
Vec2(0.16, 1.04) ; very close to the left side of the table
Vec2(0.38, 1.32) ; not quite close to the that end of the table
Vec2(0.84, 1.50) ; not rather far from the center of the table
Vec2(0.32, 0.21) ; not squarely at the middle of the table
Vec2(0.57, 1.68) ; not at the upper left corner of the table
Vec2(0.21, 0.11) ; not far from the near end of the table
Vec2(0.48, 1.82) ; not rather far from the middle of the table
Vec2(0.75, 0.25) ; not squarely at the center of the near edge of the table
Vec2(0.49, 1.16) ; not really far from the middle of the table
Vec2(0.38, 1.17) ; not far from the middle of the table
Vec2(0.15, 1.69) ; fairly far from the center of the near edge of the table
Vec2(1.00, 0.95) ; rather near the right edge of the table
Vec2(0.70, 1.38) ; very far from the this end of the table
Vec2(0.85, 1.49) ; really far from the far end of the left edge of the table
Vec2(0.56, 0.71) ; not quite close to the left side of the near edge of the table
Vec2(0.76, 0.97) ; near the center of the right edge of the table
Vec2(0.59, 0.31) ; not far from the lower right corner of the table
Vec2(0.48, 1.66) ; pretty near the middle of the table
Vec2(0.29, 0.85) ; quite far from the left edge of the table
Vec2(0.06, 1.08) ; squarely at the left side of the table
Vec2(0.89, 0.68) ; rather close to the right edge of the table
Vec2(0.46, 1.62) ; fairly near the middle of the table
Vec2(0.81, 0.87) ; not squarely at the far edge of the table
Vec2(0.39, 1.13) ; very far from the middle of the table
Vec2(0.25, 1.73) ; not quite close to the right edge of the table
Vec2(0.74, 1.07) ; close to the middle of the table
Vec2(0.06, 0.86) ; rather close to the left edge of the table
Vec2(0.95, 0.29) ; quite near the right edge of the table
Vec2(0.87, 0.73) ; not squarely at the middle of the table
Vec2(0.46, 1.72) ; not far from the center of the right edge of the table
Vec2(0.30, 1.29) ; not very near the center of the table
Vec2(0.81, 0.09) ; not really near the middle of the near edge of the table
Vec2(0.48, 1.86) ; pretty near the center of the table
Vec2(0.49, 0.14) ; very near the center of the table
Vec2(0.82, 0.62) ; not rather far from the right edge of the table
Vec2(0.28, 1.29) ; not rather far from the far end of the left edge of the table
Vec2(0.92, 1.59) ; not far from the right side of the table
Vec2(0.18, 0.21) ; almost at the left side of the near edge of the table
Vec2(0.91, 0.33) ; fairly close to the right side of the table
Vec2(0.19, 0.64) ; fairly near the left edge of the table
Vec2(0.15, 0.41) ; not at the lower left corner of the table
Vec2(0.66, 1.02) ; not very far from the middle of the table
Vec2(0.61, 1.69) ; not rather far from the middle of the table
Vec2(0.67, 1.37) ; somewhat close to the middle of the table
Vec2(0.84, 1.84) ; close to the other end of the table
Vec2(0.52, 1.81) ; not rather far from the center of the table
Vec2(0.27, 1.28) ; really far from the left side of the table
Vec2(0.95, 1.70) ; very near the right side of the table
Vec2(0.51, 1.16) ; not very far from the center of the table
Vec2(0.36, 0.04) ; not at the my end of the left edge of the table
Vec2(0.35, 1.68) ; not rather far from the left edge of the table
Vec2(0.18, 0.66) ; not near the middle of the table
Vec2(0.30, 0.81) ; quite far from the center of the table
Vec2(0.66, 0.44) ; quite far from the other end of the table
Vec2(0.78, 1.69) ; really far from the center of the table
Vec2(0.74, 0.33) ; pretty close to the lower right corner of the table
Vec2(0.18, 0.82) ; not very close to the middle of the far edge of the table
Vec2(0.92, 0.87) ; not far from the right side of the table
Vec2(0.01, 1.35) ; not far from the left edge of the table
Vec2(0.84, 1.92) ; at the right side of the table
Vec2(0.79, 0.96) ; somewhat near the center of the table
Vec2(0.84, 1.32) ; not very close to the center of the table
Vec2(0.52, 1.12) ; almost at the center of the table
Vec2(0.44, 1.79) ; not rather far from the center of the table
Vec2(0.41, 1.38) ; very far from the right edge of the table
Vec2(0.01, 1.11) ; rather near the left side of the table
Vec2(0.48, 1.22) ; close to the center of the table
Vec2(0.23, 1.68) ; not rather far from the that end of the right edge of the table
Vec2(0.89, 1.61) ; really far from the right side of the table
Vec2(0.94, 1.86) ; not very close to the that end of the right edge of the table
Vec2(0.39, 1.70) ; not far from the far end of the left edge of the table
Vec2(0.48, 0.17) ; somewhat close to the near edge of the table
Vec2(0.74, 1.78) ; somewhat near the center of the table
Vec2(0.86, 0.39) ; quite far from the center of the table
Vec2(0.06, 0.44) ; not quite far from the left side of the table
Vec2(0.06, 0.81) ; not rather far from the left edge of the table
Vec2(0.45, 0.65) ; not very far from the center of the table
Vec2(0.07, 0.45) ; not very far from the left edge of the table
Vec2(0.42, 0.25) ; very near the center of the table
Vec2(0.93, 0.82) ; not very far from the right edge of the table
Vec2(0.11, 0.09) ; really far from the right side of the far edge of the table
Vec2(0.57, 0.34) ; rather near the center of the table
Vec2(0.37, 0.68) ; somewhat near the left side of the table
Vec2(0.44, 0.20) ; not far from the center of the table
Vec2(0.51, 0.90) ; not really far from the middle of the table
Vec2(0.57, 0.74) ; very near the middle of the table
Vec2(0.92, 0.64) ; not really far from the right side of the table
Vec2(0.88, 1.90) ; very far from the right side of the far edge of the table
Vec2(0.22, 1.42) ; really far from the left side of the table
Vec2(0.52, 1.77) ; close to the center of the table
Vec2(0.17, 1.12) ; fairly close to the left edge of the table
Vec2(0.46, 0.96) ; pretty close to the center of the table
Vec2(0.02, 1.06) ; at the left side of the table
Vec2(0.27, 1.63) ; not far from the left edge of the table
Vec2(0.85, 0.24) ; rather near the right edge of the table
Vec2(0.06, 1.69) ; at the left side of the table
Vec2(0.66, 0.89) ; somewhat far from the that end of the right edge of the table
Vec2(0.07, 1.77) ; squarely at the left side of the table
Vec2(0.73, 0.19) ; not rather near the this end of the left edge of the table
Vec2(0.01, 0.52) ; not rather far from the left side of the table
Vec2(0.32, 1.40) ; quite far from the middle of the far edge of the table
Vec2(0.94, 1.04) ; not very far from the right side of the table
Vec2(0.98, 1.10) ; rather close to the right side of the table
Vec2(0.15, 1.09) ; not far from the center of the table
Vec2(0.29, 0.83) ; fairly near the center of the table
Vec2(0.97, 1.30) ; not at the other end of the right edge of the table
Vec2(0.77, 0.65) ; quite far from the left edge of the table
Vec2(0.52, 0.77) ; squarely at the middle of the table
Vec2(0.24, 1.35) ; quite far from the left edge of the table
Vec2(0.65, 0.77) ; not rather far from the center of the table
Vec2(0.23, 1.14) ; not squarely at the center of the near edge of the table
Vec2(0.83, 0.47) ; somewhat close to the right edge of the table
Vec2(0.10, 1.57) ; near the left side of the table
Vec2(0.55, 1.23) ; not rather far from the center of the table
Vec2(0.65, 0.61) ; not rather close to the near end of the right edge of the table
Vec2(0.64, 0.21) ; not very near the near edge of the table
Vec2(0.80, 1.79) ; fairly far from the center of the left edge of the table
Vec2(0.72, 0.61) ; somewhat near the middle of the table
Vec2(0.51, 0.04) ; somewhat near the middle of the table
Vec2(0.69, 0.53) ; not at the left side of the near edge of the table
Vec2(0.55, 0.69) ; not rather near the lower right corner of the table
Vec2(0.25, 1.31) ; fairly near the center of the table
Vec2(0.29, 1.95) ; close to the far edge of the table
Vec2(0.12, 1.74) ; at the left edge of the table
Vec2(0.39, 0.60) ; fairly close to the center of the table
Vec2(0.82, 0.38) ; somewhat near the near edge of the table
Vec2(0.56, 1.00) ; not really far from the middle of the table
Vec2(0.19, 1.87) ; not quite near the upper left corner of the table
Vec2(0.00, 0.28) ; quite close to the left side of the table
Vec2(0.47, 0.17) ; very close to the center of the table
Vec2(0.14, 0.46) ; really far from the left side of the table
Vec2(0.97, 0.30) ; at the right side of the table
Vec2(0.32, 1.11) ; not near the left edge of the table
Vec2(0.01, 0.44) ; nearly at the left edge of the table
Vec2(0.52, 0.92) ; not squarely at the lower right corner of the table
Vec2(0.12, 0.96) ; not really far from the center of the table
Vec2(0.68, 0.24) ; not at the right side of the table
Vec2(0.78, 1.74) ; not squarely at the far end of the left edge of the table
Vec2(0.98, 1.06) ; pretty close to the right side of the table
Vec2(0.09, 0.93) ; not rather far from the center of the left edge of the table
Vec2(0.21, 0.81) ; at the left edge of the table
Vec2(0.90, 0.73) ; really far from the right side of the table
Vec2(0.17, 0.57) ; not squarely at the left edge of the table
Vec2(0.03, 0.25) ; at the this end of the left edge of the table
Vec2(0.81, 0.92) ; not quite far from the middle of the table
Vec2(0.14, 0.01) ; close to the this end of the table
Vec2(0.47, 1.99) ; really near the far edge of the table
Vec2(0.40, 1.40) ; not rather far from the middle of the table
Vec2(0.23, 1.56) ; not at the my end of the table
Vec2(0.40, 0.91) ; not rather far from the center of the table
Vec2(0.50, 1.12) ; not far from the center of the table
Vec2(0.12, 0.72) ; squarely at the left side of the table
Vec2(0.33, 0.97) ; quite near the middle of the table
Vec2(0.62, 1.05) ; rather near the center of the table
Vec2(0.53, 1.21) ; nearly at the center of the table
Vec2(0.49, 1.43) ; nearly at the center of the table
Vec2(0.21, 0.07) ; not really far from the my end of the table
Vec2(0.42, 0.08) ; not really far from the this end of the table
Vec2(0.38, 0.01) ; pretty close to the this end of the table
Vec2(0.34, 0.01) ; close to the this end of the table
Vec2(0.30, 0.60) ; not close to the left side of the table
Vec2(0.53, 1.79) ; not rather far from the middle of the table
Vec2(0.83, 1.93) ; not far from the far edge of the table
Vec2(0.47, 1.71) ; not quite far from the center of the table
Vec2(0.49, 1.65) ; not quite far from the middle of the table
Vec2(0.07, 0.67) ; pretty far from the upper right corner of the table
Vec2(0.20, 1.79) ; rather close to the far end of the left edge of the table
Vec2(0.43, 0.71) ; pretty far from the right side of the far edge of the table
Vec2(0.83, 1.34) ; not rather far from the right edge of the table
Vec2(0.44, 1.12) ; near the center of the table
Vec2(0.13, 0.60) ; really near the left side of the table
Vec2(0.00, 1.64) ; very near the left side of the table
Vec2(0.23, 1.46) ; quite far from the other end of the left edge of the table
Vec2(0.22, 0.15) ; at the lower left corner of the table
Vec2(0.22, 0.75) ; not quite close to the middle of the far edge of the table
Vec2(0.33, 0.92) ; not very near the center of the table
Vec2(0.75, 1.84) ; not squarely at the right side of the far edge of the table
Vec2(0.84, 0.33) ; nearly at the middle of the table
Vec2(0.61, 1.91) ; not rather far from the right side of the table
Vec2(0.96, 0.28) ; nearly at the right edge of the table
Vec2(0.75, 0.74) ; fairly close to the right side of the table
Vec2(0.98, 1.22) ; not quite far from the right side of the table
Vec2(0.44, 1.98) ; rather close to the that end of the table
Vec2(0.86, 1.22) ; not rather far from the right edge of the table
Vec2(0.55, 0.18) ; close to the near end of the table
Vec2(0.46, 0.72) ; at the center of the table
Vec2(0.22, 1.22) ; not far from the left side of the table
Vec2(0.13, 0.97) ; really far from the left side of the table
Vec2(0.46, 0.12) ; quite far from the middle of the near edge of the table
Vec2(0.21, 0.81) ; not close to the right side of the table
Vec2(0.90, 1.95) ; somewhat close to the right side of the table
Vec2(0.54, 0.31) ; not rather near the middle of the table
Vec2(0.91, 1.23) ; fairly near the right side of the table
Vec2(0.80, 1.73) ; not rather close to the middle of the table
Vec2(0.87, 1.63) ; not close to the left side of the table
Vec2(0.70, 1.13) ; very far from the right side of the table
Vec2(0.09, 1.41) ; not near the center of the table
Vec2(0.46, 1.61) ; really near the center of the table
Vec2(0.30, 1.69) ; not quite close to the that end of the table
Vec2(0.60, 0.57) ; rather near the middle of the table
Vec2(0.16, 1.39) ; nearly at the center of the left edge of the table
Vec2(0.56, 0.86) ; not far from the middle of the table
Vec2(0.43, 1.44) ; not really far from the center of the table
Vec2(0.92, 0.74) ; not close to the far edge of the table
Vec2(0.45, 1.82) ; really far from the right side of the far edge of the table
Vec2(0.39, 1.56) ; not at the center of the far edge of the table
Vec2(0.61, 1.21) ; not far from the center of the table
Vec2(0.21, 1.14) ; very far from the center of the table
Vec2(0.32, 0.74) ; not squarely at the near end of the table
Vec2(0.02, 0.53) ; pretty near the left edge of the table
Vec2(0.67, 1.60) ; very far from the left edge of the table
Vec2(0.51, 1.05) ; nearly at the middle of the table
Vec2(0.46, 1.29) ; rather near the middle of the table
Vec2(0.23, 1.23) ; not very close to the far edge of the table
Vec2(0.40, 1.77) ; not close to the upper left corner of the table
Vec2(0.10, 0.25) ; at the near edge of the table
Vec2(0.12, 0.89) ; at the center of the left edge of the table
Vec2(0.06, 0.59) ; squarely at the left side of the table
Vec2(0.45, 0.71) ; not far from the center of the table
Vec2(0.74, 0.12) ; really far from the this end of the table
Vec2(0.89, 0.58) ; squarely at the right side of the table
Vec2(0.98, 0.62) ; at the right edge of the table
Vec2(0.99, 1.70) ; almost at the right edge of the table
Vec2(0.49, 1.42) ; close to the center of the table
Vec2(0.88, 1.17) ; rather near the right side of the table
Vec2(0.37, 1.11) ; pretty far from the near end of the left edge of the table
Vec2(0.07, 0.90) ; quite far from the lower right corner of the table
Vec2(0.20, 1.82) ; at the far edge of the table
Vec2(0.95, 0.99) ; pretty near the middle of the table
Vec2(0.59, 0.40) ; not at the left edge of the table
Vec2(0.97, 0.78) ; rather near the right side of the table
Vec2(0.92, 1.53) ; fairly close to the right side of the table
Vec2(0.46, 1.03) ; quite near the center of the table
Vec2(0.01, 0.89) ; pretty near the left edge of the table
Vec2(0.29, 1.22) ; not rather far from the middle of the left edge of the table
Vec2(0.40, 1.20) ; near the middle of the table
Vec2(0.26, 1.31) ; quite far from the left side of the far edge of the table
Vec2(0.43, 1.86) ; quite close to the center of the table
Vec2(0.49, 0.59) ; squarely at the center of the table
Vec2(0.92, 0.19) ; really far from the left side of the near edge of the table
Vec2(0.09, 1.21) ; not far from the other end of the table
Vec2(0.75, 1.74) ; very far from the middle of the table
Vec2(0.51, 0.98) ; not quite far from the middle of the table
Vec2(0.84, 1.06) ; not rather far from the center of the table
Vec2(0.13, 1.26) ; rather far from the middle of the near edge of the table
Vec2(0.29, 1.32) ; not rather near the center of the right edge of the table
Vec2(0.19, 1.20) ; not far from the center of the table
Vec2(0.80, 1.22) ; not close to the center of the table
Vec2(0.96, 0.63) ; fairly close to the right side of the table
Vec2(0.51, 0.39) ; quite close to the middle of the table
Vec2(0.71, 0.80) ; fairly far from the this end of the right edge of the table
Vec2(0.14, 0.06) ; very near the near edge of the table
Vec2(0.90, 0.53) ; squarely at the right side of the table
Vec2(0.66, 0.70) ; not close to the center of the right edge of the table
Vec2(0.78, 1.32) ; not far from the right side of the far edge of the table
Vec2(0.16, 1.13) ; not far from the middle of the table
Vec2(0.20, 0.90) ; fairly near the center of the table
Vec2(0.89, 0.61) ; at the right edge of the table
Vec2(0.88, 1.60) ; quite far from the right side of the table
Vec2(0.46, 0.44) ; not quite near the my end of the left edge of the table
Vec2(0.72, 0.84) ; fairly near the right side of the table
Vec2(0.35, 1.14) ; rather near the middle of the table
Vec2(0.46, 1.23) ; close to the center of the table
Vec2(0.75, 0.12) ; quite far from the right side of the far edge of the table
Vec2(0.33, 0.28) ; almost at the left edge of the table
Vec2(0.09, 1.00) ; not rather far from the middle of the table
Vec2(0.04, 1.87) ; rather close to the left side of the table
Vec2(0.46, 1.26) ; fairly close to the center of the table
Vec2(0.43, 1.86) ; nearly at the far edge of the table
Vec2(0.02, 0.94) ; fairly near the left side of the table
Vec2(0.77, 0.35) ; fairly near the middle of the table
Vec2(0.02, 0.23) ; rather close to the left edge of the table
Vec2(0.21, 1.30) ; not close to the center of the table
Vec2(0.93, 0.45) ; not rather close to the middle of the right edge of the table
Vec2(0.35, 0.17) ; not rather near the center of the table
Vec2(0.78, 0.10) ; not far from the right side of the table
Vec2(0.39, 0.16) ; somewhat close to the middle of the near edge of the table
Vec2(0.25, 0.94) ; not very far from the center of the table
Vec2(0.25, 0.45) ; not far from the middle of the near edge of the table
Vec2(0.95, 0.52) ; not quite far from the right side of the table
Vec2(0.28, 0.74) ; not rather close to the upper left corner of the table
Vec2(0.28, 0.83) ; not very close to the center of the table
Vec2(0.77, 1.18) ; quite far from the center of the table
Vec2(0.28, 1.00) ; very near the center of the table
Vec2(0.93, 1.23) ; not far from the right edge of the table
Vec2(0.60, 0.84) ; near the middle of the table
Vec2(0.83, 1.86) ; pretty close to the right side of the far edge of the table
Vec2(0.65, 0.86) ; not rather far from the middle of the left edge of the table
Vec2(0.42, 0.47) ; not far from the my end of the left edge of the table
Vec2(0.41, 1.45) ; somewhat close to the center of the table
Vec2(0.86, 1.82) ; rather near the right side of the table
Vec2(0.36, 0.83) ; not rather far from the center of the table
Vec2(0.98, 1.43) ; almost at the right side of the table
Vec2(0.83, 0.40) ; not really close to the center of the table
Vec2(0.55, 0.30) ; nearly at the middle of the table
Vec2(0.35, 0.14) ; not really close to the middle of the table
Vec2(0.54, 0.64) ; at the center of the table
Vec2(0.90, 1.53) ; nearly at the right edge of the table
Vec2(0.93, 1.99) ; somewhat close to the far edge of the table
Vec2(0.26, 0.36) ; not squarely at the left edge of the table
Vec2(0.84, 0.50) ; somewhat far from the lower left corner of the table
Vec2(0.96, 1.71) ; pretty close to the right edge of the table
Vec2(0.65, 1.33) ; not rather near the right edge of the table
Vec2(0.36, 0.99) ; not far from the center of the table
Vec2(0.24, 0.12) ; fairly near the middle of the table
Vec2(0.61, 0.96) ; very far from the center of the table
Vec2(0.45, 0.38) ; not at the middle of the left edge of the table
Vec2(0.30, 0.76) ; close to the left edge of the table
Vec2(0.90, 1.34) ; not rather far from the right side of the table
Vec2(0.64, 0.41) ; really far from the left edge of the table
Vec2(0.91, 0.17) ; pretty close to the right side of the table
Vec2(0.56, 0.18) ; not far from the near edge of the table
Vec2(0.29, 0.56) ; not rather far from the right edge of the table
Vec2(0.23, 1.95) ; not rather far from the left edge of the table
Vec2(0.46, 1.61) ; very near the center of the table
Vec2(0.34, 1.13) ; not squarely at the center of the table
Vec2(0.84, 0.21) ; not rather far from the right side of the table
Vec2(0.84, 1.78) ; rather far from the this end of the table
Vec2(0.60, 1.30) ; very far from the center of the table
Vec2(0.59, 1.95) ; quite near the far edge of the table
Vec2(0.87, 1.22) ; very far from the center of the right edge of the table
Vec2(0.67, 1.99) ; rather near the far end of the table
Vec2(0.08, 1.56) ; not squarely at the center of the table
Vec2(0.03, 1.20) ; close to the left edge of the table
Vec2(0.57, 1.53) ; fairly close to the center of the table
Vec2(0.57, 0.04) ; near the this end of the table
Vec2(0.14, 1.13) ; very close to the left side of the table
Vec2(0.74, 0.80) ; not near the near edge of the table
Vec2(0.17, 1.99) ; not far from the far end of the table
Vec2(0.61, 0.13) ; really far from the this end of the right edge of the table
Vec2(0.62, 0.51) ; not close to the right side of the table
Vec2(0.75, 1.62) ; at the right edge of the table
Vec2(0.69, 0.92) ; not squarely at the center of the table
Vec2(0.83, 1.45) ; almost at the right edge of the table
Vec2(0.93, 0.20) ; almost at the right edge of the table
Vec2(0.56, 0.26) ; rather near the middle of the table
Vec2(0.13, 1.94) ; squarely at the far edge of the table
Vec2(0.48, 1.69) ; not very far from the center of the table
Vec2(0.21, 1.77) ; near the left edge of the table
Vec2(0.17, 1.29) ; very far from the other end of the left edge of the table
Vec2(0.35, 0.92) ; quite far from the middle of the left edge of the table
Vec2(0.41, 0.35) ; nearly at the left side of the table
Vec2(0.42, 1.39) ; at the middle of the table
Vec2(0.20, 0.03) ; not far from the near edge of the table
Vec2(0.39, 0.69) ; really far from the this end of the right edge of the table
Vec2(0.33, 0.87) ; quite far from the middle of the table
Vec2(0.33, 1.63) ; not rather far from the right side of the far edge of the table
Vec2(0.44, 1.43) ; near the center of the table
Vec2(0.77, 0.45) ; quite far from the middle of the table
Vec2(0.35, 0.34) ; not far from the left edge of the table
Vec2(0.92, 0.18) ; somewhat near the right edge of the table
Vec2(0.27, 1.88) ; really far from the upper left corner of the table
Vec2(0.82, 0.27) ; not quite close to the my end of the table
Vec2(0.21, 1.20) ; somewhat close to the center of the table
Vec2(0.50, 0.21) ; not really far from the middle of the table
Vec2(0.96, 1.35) ; at the right edge of the table
Vec2(0.53, 1.25) ; not really far from the middle of the table
Vec2(0.65, 1.10) ; quite far from the middle of the right edge of the table
Vec2(0.07, 0.58) ; not rather far from the left edge of the table
Vec2(0.61, 1.55) ; somewhat near the middle of the table
Vec2(0.29, 0.84) ; near the middle of the table
Vec2(0.94, 0.49) ; really close to the right side of the table
Vec2(0.41, 0.38) ; not far from the middle of the table
Vec2(0.68, 0.11) ; not far from the center of the table
Vec2(0.67, 0.25) ; rather close to the center of the table
Vec2(0.22, 1.20) ; not squarely at the left side of the far edge of the table
Vec2(0.60, 0.11) ; really close to the center of the table
Vec2(0.61, 0.76) ; not rather far from the center of the table
Vec2(0.38, 0.89) ; fairly near the middle of the table
Vec2(0.14, 1.26) ; somewhat close to the middle of the left edge of the table
Vec2(0.66, 1.42) ; fairly near the center of the table
Vec2(0.89, 1.18) ; not far from the right edge of the table
Vec2(0.27, 1.45) ; at the center of the table
Vec2(0.77, 1.46) ; not quite near the right side of the table
Vec2(0.93, 1.71) ; not very far from the right edge of the table
Vec2(0.41, 0.74) ; very far from the middle of the right edge of the table
Vec2(0.75, 1.23) ; pretty close to the middle of the table
Vec2(0.88, 1.85) ; not near the center of the far edge of the table
Vec2(0.52, 1.29) ; close to the center of the table
Vec2(0.74, 1.30) ; quite far from the right side of the table
Vec2(0.08, 0.32) ; not near the this end of the left edge of the table
Vec2(0.03, 0.96) ; not rather far from the left edge of the table
Vec2(0.28, 0.36) ; very far from the left side of the near edge of the table
Vec2(0.19, 0.85) ; close to the left edge of the table
Vec2(0.44, 1.64) ; squarely at the middle of the table
Vec2(0.65, 0.45) ; rather close to the center of the table
Vec2(0.09, 0.99) ; very near the middle of the table
Vec2(0.56, 1.68) ; at the middle of the table
Vec2(0.53, 0.79) ; quite close to the middle of the table
Vec2(0.40, 1.22) ; really far from the left edge of the table
Vec2(0.00, 1.39) ; not rather far from the left edge of the table
Vec2(0.41, 1.52) ; not rather far from the right edge of the table
Vec2(0.04, 0.34) ; pretty near the left edge of the table
Vec2(0.73, 1.48) ; very far from the other end of the table
Vec2(0.24, 0.46) ; very far from the center of the table
Vec2(0.96, 0.07) ; not far from the right edge of the table
Vec2(0.73, 1.73) ; not really near the center of the far edge of the table
Vec2(0.12, 1.36) ; at the left edge of the table
Vec2(0.34, 2.00) ; very near the far end of the table
Vec2(0.63, 1.28) ; not very close to the left side of the near edge of the table
Vec2(0.03, 1.72) ; rather close to the left side of the table
Vec2(0.89, 0.27) ; rather close to the right side of the table
Vec2(0.12, 0.02) ; close to the lower left corner of the table
Vec2(0.47, 0.75) ; very close to the center of the table
Vec2(0.72, 1.36) ; not really close to the far edge of the table
Vec2(0.26, 0.63) ; very far from the left side of the near edge of the table
Vec2(0.12, 1.88) ; at the far edge of the table
Vec2(0.09, 0.04) ; rather close to the left edge of the table
Vec2(0.37, 1.71) ; not at the middle of the far edge of the table
Vec2(0.86, 0.76) ; not far from the right edge of the table
Vec2(0.64, 1.08) ; at the middle of the table
Vec2(0.40, 1.32) ; squarely at the center of the table
Vec2(0.74, 1.06) ; very near the center of the table
Vec2(0.10, 0.02) ; fairly close to the left side of the table
Vec2(0.89, 1.17) ; fairly far from the far edge of the table
Vec2(0.02, 1.08) ; not very far from the left edge of the table
Vec2(0.07, 1.26) ; really far from the middle of the table
Vec2(0.39, 1.02) ; rather close to the middle of the table
Vec2(0.13, 1.39) ; fairly close to the left side of the table
Vec2(0.74, 1.41) ; not far from the upper right corner of the table
Vec2(0.87, 1.85) ; not rather close to the center of the far edge of the table
Vec2(0.21, 1.96) ; fairly close to the far edge of the table
Vec2(0.07, 1.18) ; fairly near the left side of the table
Vec2(0.36, 0.60) ; not far from the middle of the table
Vec2(0.89, 0.18) ; not quite close to the center of the table
Vec2(0.63, 0.39) ; not far from the left side of the table
Vec2(0.13, 1.27) ; pretty far from the upper right corner of the table
Vec2(0.51, 1.90) ; at the center of the table
Vec2(1.00, 0.01) ; not far from the near edge of the table
Vec2(0.87, 0.68) ; very far from the far edge of the table
Vec2(0.56, 0.55) ; not rather far from the center of the table
Vec2(0.93, 0.21) ; not far from the lower right corner of the table
Vec2(0.75, 1.11) ; fairly far from the right side of the far edge of the table
Vec2(0.46, 0.45) ; not far from the center of the table
Vec2(0.75, 1.73) ; really far from the far edge of the table
Vec2(0.51, 1.41) ; close to the center of the table
Vec2(0.73, 1.79) ; quite far from the center of the right edge of the table
Vec2(0.15, 0.92) ; at the middle of the left edge of the table
Vec2(0.15, 0.21) ; nearly at the left side of the near edge of the table
Vec2(0.78, 0.23) ; not at the far end of the left edge of the table
